run_id,timestep,agent_id,role,x,y,status,degree,avg_snr_db,avg_rate_mbps
run_greedy_dara_42,0,0,ground_a,0.0,0.0,active,1,50.85087185105948,168.92305845179166
run_greedy_dara_42,0,1,ground_b,200.0,0.0,active,1,50.85087185105948,168.92305845179166
run_greedy_dara_42,0,2,relay,24.99,0.0,active,2,54.24598667374933,180.20133892525126
run_greedy_dara_42,0,3,relay,50.0,0.0,active,2,50.84801002314713,168.913551743428
run_greedy_dara_42,0,4,relay,75.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,0,5,relay,100.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,0,6,relay,125.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,0,7,relay,150.0,0.0,active,2,50.84801002314713,168.913551743428
run_greedy_dara_42,0,8,relay,175.01,0.0,active,2,54.24598667374932,180.20133892525124
run_greedy_dara_42,1,0,ground_a,0.0,0.0,active,1,50.85277868073955,168.92939275081662
run_greedy_dara_42,1,1,ground_b,200.0,0.0,active,1,50.85277868073953,168.9293927508166
run_greedy_dara_42,1,2,relay,24.979999999999997,0.0,active,2,54.246944113894244,180.2045194877458
run_greedy_dara_42,1,3,relay,50.0,0.0,active,2,50.847055420320395,168.91038064757595
run_greedy_dara_42,1,4,relay,75.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,1,5,relay,100.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,1,6,relay,125.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,1,7,relay,150.0,0.0,active,2,50.8470554203204,168.91038064757598
run_greedy_dara_42,1,8,relay,175.01999999999998,0.0,active,2,54.24694411389425,180.20451948774587
run_greedy_dara_42,2,0,ground_a,0.0,0.0,active,1,50.854684719214774,168.93572442156042
run_greedy_dara_42,2,1,ground_b,200.0,0.0,active,1,50.854684719214774,168.93572442156042
run_greedy_dara_42,2,2,relay,24.969999999999995,0.0,active,2,54.24790192323283,180.20770127670278
run_greedy_dara_42,2,3,relay,50.0,0.0,active,2,50.846100421104516,168.90720823496997
run_greedy_dara_42,2,4,relay,75.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,2,5,relay,100.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,2,6,relay,125.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,2,7,relay,150.0,0.0,active,2,50.84610042110452,168.90720823496997
run_greedy_dara_42,2,8,relay,175.02999999999997,0.0,active,2,54.24790192323283,180.20770127670275
run_greedy_dara_42,3,0,ground_a,0.0,0.0,active,1,50.856589966877934,168.9420534653278
run_greedy_dara_42,3,1,ground_b,200.0,0.0,active,1,50.85658996687792,168.94205346532775
run_greedy_dara_42,3,2,relay,24.959999999999994,0.0,active,2,54.24886010218141,180.2108842935051
run_greedy_dara_42,3,3,relay,50.0,0.0,active,2,50.84514502530252,168.90403450495575
run_greedy_dara_42,3,4,relay,75.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,3,5,relay,100.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,3,6,relay,125.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,3,7,relay,150.0,0.0,active,2,50.84514502530252,168.90403450495575
run_greedy_dara_42,3,8,relay,175.03999999999996,0.0,active,2,54.2488601021814,180.21088429350507
run_greedy_dara_42,4,0,ground_a,0.0,0.0,active,1,50.858494424121545,168.9483798834226
run_greedy_dara_42,4,1,ground_b,200.0,0.0,active,1,50.85849442412153,168.94837988342255
run_greedy_dara_42,4,2,relay,24.949999999999992,0.0,active,2,54.24981865115694,180.214068539538
run_greedy_dara_42,4,3,relay,50.0,0.0,active,2,50.84418923271729,168.90085945687855
run_greedy_dara_42,4,4,relay,75.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,4,5,relay,100.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,4,6,relay,125.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,4,7,relay,150.0,0.0,active,2,50.8441892327173,168.90085945687855
run_greedy_dara_42,4,8,relay,175.04999999999995,0.0,active,2,54.249818651156936,180.21406853953798
run_greedy_dara_42,5,0,ground_a,0.0,0.0,active,1,50.860398091337814,168.9547036771477
run_greedy_dara_42,5,1,ground_b,200.0,0.0,active,1,50.8603980913378,168.95470367714765
run_greedy_dara_42,5,2,relay,24.93999999999999,0.0,active,2,54.25077757057698,180.21725401618858
run_greedy_dara_42,5,3,relay,50.0,0.0,active,2,50.8432330431516,168.8976830900832
run_greedy_dara_42,5,4,relay,75.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,5,5,relay,100.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,5,6,relay,125.0,0.0,active,2,50.8489642297816,168.91672152318014
run_greedy_dara_42,5,7,relay,150.0,0.0,active,2,50.843233043151606,168.8976830900832
