step,connected,sum_rate,min_slack,max_link_dist,mean_speed,max_speed
0,True,1782.311793708095,1.497413153116078,18.54882499950359,0.1847595103506774,0.5
1,True,1782.2805622525482,1.4840199270445709,18.647448418529475,0.37552602781319405,0.9980467948084847
2,True,1782.223080193197,1.4697807089171917,18.7959633822272,0.5515247270752648,1.4950732738366215
3,True,1782.1374240981202,1.460466714383056,18.994204482316153,0.7285044204745192,1.9897923917826865
4,True,1782.0350378288358,1.461326981593789,19.23346026284298,0.8995417390073981,2.4003897854889815
5,True,1781.9833387017022,1.4336936656815666,19.45841456116674,1.0066248632429113,2.2583479505359274
6,True,1782.002514341697,1.391332421020273,19.650571845687647,1.0811784559375002,1.9221556747486819
7,True,1782.0874161803647,1.3431059850108547,19.809836697987794,1.1574613038169033,2.1236808092456525
8,True,1782.239223166019,1.2907282483714368,19.92775322209216,1.2183930658892395,2.3680100453914967
9,True,1782.4503626505932,1.2356132900082955,20.001530115317415,1.2663777994221044,2.4625294333346077
10,False,1437.520889982016,-8.74557659599126,36.74557659599126,1.3072017356051275,2.855686904728847
11,False,1437.6842665863003,-8.567365159480254,36.567365159480254,1.3963345976597408,3.280391104201494
12,False,1437.7822644752387,-8.309875932427964,36.309875932427964,1.5071115659960226,3.631812845906984
13,False,1437.8119242361645,-7.973446748212609,35.97344674821261,1.6281020645992443,3.9400563260714696
14,False,1265.997885495327,-7.559101916620847,35.55910191662085,1.725229278940823,4.172705043959469
15,False,1266.0161342803804,-7.1253318646667125,35.12533186466671,1.7781171563012201,4.385267311804786
16,False,1265.9556179339327,-6.66971785830556,34.66971785830556,1.7338930840363254,3.8889764103157876
17,False,1265.8168455136704,-6.197059607605198,34.1970596076052,1.6948105369853197,3.5682355272740236
18,False,1265.594151952572,-5.70433501396321,33.70433501396321,1.7164287773737334,3.932577043038551
19,False,1265.2690104257701,-5.19875394060918,33.19875394060918,1.7667189617531938,4.298535950410075
20,False,1093.1546895781362,-4.684045867608198,32.6840458676082,1.7669515171064145,4.663183052454932
21,False,1092.8289464312452,-4.162459329742212,32.16245932974221,1.7956371904929744,5.0297411205801446
22,False,1092.4169357732487,-3.642206507238562,31.642206507238562,1.8215485063437993,5.359024745679116
23,False,1091.9277489315346,-3.135230347045802,31.135230347045802,1.8511721015500866,5.597821977377443
24,False,1091.3842347066793,-2.6474408806229057,30.647440880622906,1.899957747512349,5.720755322382448
25,False,1090.8570650388986,-2.163946020174805,30.163946020174805,1.8845533850787626,5.777923304103359
26,False,1090.363141860421,-1.6770197790474697,29.67701977904747,1.901456004416924,5.854998877590462
27,False,1089.9271483711993,-1.1920229518245016,29.1920229518245,1.8468789394051766,5.822969969590871
28,False,1089.5664267894601,-0.7293976982586052,28.729397698258605,1.8623214670818604,5.591527955107256
29,False,1089.2890802348647,-0.305867999332996,28.305867999332996,1.86484664078434,5.212505997830382
30,False,1427.8923527002726,-0.11837962722469086,27.90253350398834,1.8732591879691538,5.038803976413508
31,False,1428.1562053985667,-0.12632777524673955,27.51188616458818,1.7438473665877132,4.674466657766209
32,False,1428.3923793712752,-0.08510010057185369,27.150375609952757,1.6961446308847012,4.3869966474579964
33,True,1600.3279806942444,0.01708810889985557,26.834682265651157,1.6727797120404968,4.078503125778048
34,True,1600.4269714522602,0.09935801240706965,26.51285174722034,1.643623223798551,3.8841022501630325
35,True,1600.4398234321575,0.16459881221252104,26.169364862796805,1.6129464302333116,3.845674964332764
36,True,1600.3796551622597,0.21538099281104195,25.799918271366707,1.5628702329607977,3.8543511643437554
37,True,1600.2655883246643,0.2539422903504871,25.413537521379162,1.559761855348377,3.835680868596438
38,True,1600.0969972791468,0.2822344047345844,25.01300388281983,1.619654825895625,3.789667551987691
39,True,1599.8916467690694,0.3020291074157413,24.601460508290863,1.641250012894874,3.731791229860208
40,True,1599.6333410099644,0.31489633816416074,24.18951591598298,1.6862365779588346,3.5953651751050066
41,True,1599.331499936999,0.32207277934330847,23.80360472231833,1.666829043150185,3.233483537082821
42,True,1599.0027082205638,0.3245802924361385,23.457053948843065,1.6242251988137357,2.8918118470502807
43,True,1598.6802964873962,0.32337812096547935,23.161965898496284,1.5024070446808788,2.7970303319533083
44,True,1598.3541212508042,0.3192271228038095,23.245090638442118,1.3988904251222636,2.6675587646072745
45,True,1598.0223807787022,0.3127134045401476,23.326294435420262,1.238985676586116,2.2040421431919293
46,True,1597.691628433882,0.3043949871953622,23.454197646191925,1.0991505282608065,1.8166772726070577
47,True,1597.3899574443012,0.2946852647313918,23.535376780356945,0.9009977273997318,1.8085020320681051
48,True,1597.1283682619016,0.2839859075638351,23.570382858662317,0.7704124283208597,1.8124695335364847
49,True,1596.9064879296195,0.27258067134068753,23.56310740575022,0.7571714789539452,1.7753035882317607
50,True,1596.7004805269737,0.26072639838267975,23.629114223587383,0.7657832428793638,1.7495602372159118
51,True,1596.4806817555507,0.24862962220352003,23.64099693088658,0.7755820028160854,1.7032372763856949
52,True,1596.2922441920296,0.23645782817465388,23.636277437752472,0.8484899041468935,1.4976677015310529
53,True,1596.162250633648,0.22434015019807063,23.62553177583445,0.8887116344917978,1.2236226468626128
54,True,1596.1009797596903,0.2123566498540974,23.610461354402748,0.8878090874809954,1.3720682358111231
55,True,1596.1048298178873,0.2005862833939389,23.591250122982487,0.9073524363410528,1.5352812280239883
56,True,1596.1727635875063,0.18908365961057427,23.568178569313705,1.0051502484041626,1.5971495135502318
57,True,1596.3015882865263,0.17802009046492273,23.537249110703097,1.065153725845398,1.700913574115159
58,True,1596.4888284239248,0.16743177604910997,23.495227019189745,1.1462806814625495,1.788600679088479
59,True,1596.7294024531025,0.15733577865533732,23.438376879009887,1.2065797577229886,1.8617748524627182
60,True,1597.0191842959596,0.14774498562124805,23.365470788982606,1.2731565656499533,1.9274782329081648
61,True,1597.3557929198687,0.13866905188718448,23.286463973965745,1.3792933001367635,2.1425549695269117
62,True,1597.7220515133076,0.13011556734773677,23.21470867260963,1.482602592600612,2.2893602495552647
63,True,1598.0450222844054,0.12205052071998068,23.145210669138724,1.4983255647680824,1.9406242397587303
64,True,1598.3291673580052,0.11441870672227594,23.077828545979486,1.4692849999165878,1.8460894314557381
65,True,1598.5602923103384,0.10717237612155017,23.007902010414035,1.4335938033959463,1.758736745597044
66,True,1598.733959623777,0.10027715421989569,22.934287358859105,1.3774118949996665,1.773024872322875
67,True,1598.8439351182842,0.09374385484266057,22.853953805311278,1.3090532552381582,1.8253035583094037
68,True,1598.8884351190593,0.08756444561414156,22.76494525509492,1.282295146135014,1.8729334035721061
69,True,1598.8759056042488,0.08179560643501915,22.67033954737675,1.294741602928218,1.9136068467481053
70,True,1598.8312233438858,0.07637570430962981,22.574488850240936,1.3091993382144966,1.9459509362439462
71,True,1598.7641404832511,0.07130853458367525,22.482439347573838,1.3189107567935856,1.9702943290243824
72,True,1598.6776740360635,0.06654980022625168,22.40172209612565,1.341285216140272,1.9890286457713204
73,True,1598.5845261259706,0.06208568849764262,22.313012120648786,1.3535845073956416,2.0124189160068986
74,True,1598.4839094347374,0.05789612474496053,22.221778088552043,1.3679678814975178,2.039263904672838
75,True,1598.383346633095,0.053966473462207176,22.297717621751673,1.3754744895196933,2.0654761640300534
76,True,1598.282389980348,0.05028338526165399,22.40283425514695,1.378407428592515,2.0866757642665514
77,True,1598.1771805550236,0.04683394328655055,22.50637896515779,1.3754891650311196,2.0710573862920834
78,True,1598.0644343344184,0.04360496148688142,22.584165577114845,1.306289225844235,1.8012265094600384
79,True,1597.9401434733145,0.040585023947496524,22.616163833795692,1.1852526547527507,1.634970730607763
80,True,1597.7755709479495,0.037763945165337987,22.60251844063483,1.0007512185965604,1.6856097947605377
81,True,1597.5712531014842,0.03512991387524522,22.54509223935735,0.8306756336164425,1.7261924235415085
82,True,1597.357106627782,0.03267176047508613,22.453120795087294,0.7693455259405222,1.7447032023285542
83,True,1597.1065067582754,0.030379394871090426,22.354139009704195,0.7857291322583164,1.7329006427894602
84,True,1596.8844947117577,0.02824173923455575,22.244886932385462,0.8166159124812661,1.6984875483813804
85,True,1596.6541108668023,0.026250174440622942,22.146257323789126,0.7815221261026775,1.6508902490552182
86,True,1596.4442133316447,0.02439407958754103,22.052324063395314,0.7867567086784378,1.604333121074029
87,True,1596.2714112969657,0.022662202236006124,21.97957492051069,0.8095691892431247,1.52705930997849
88,True,1596.1544170097,0.02104570378754289,21.90856957983041,0.8699939139801267,1.3699360378372778
89,True,1596.098894277831,0.019542730648129947,21.851960696394748,0.9264865789583274,1.4375221401082041
90,True,1596.0930605975398,0.01815039400666052,21.807925594740382,0.8996436037580708,1.4730908035929893
91,True,1596.1565333325022,0.016862342224641225,21.78002222791415,0.8955743100102274,1.4428827321046418
92,True,1596.2719511872951,0.015663987512347433,21.768735957325248,0.9598968770496747,1.3888058119226898
93,True,1596.431288381606,0.014548702611929087,21.770292690928386,1.0477407539697332,1.3730499391007434
94,True,1596.5935722260058,0.013511043860923166,21.77953804765924,1.0687783773693136,1.3219964508060593
95,True,1596.7156976448234,0.01254505493032454,21.80166634896343,0.9866804605537158,1.3143431006400166
96,True,1596.7942148934621,0.011645828268342484,21.83851584888292,0.887210228178171,1.2923382792708193
97,True,1596.8304567448504,0.010810459247206694,21.886549742674163,0.7946966243135182,1.2848627935756423
98,True,1596.8269090615768,0.010034766861256372,21.90578324249666,0.7191585045250392,1.3098465723425465
99,True,1596.7872004574292,0.009314758989287242,21.909818638735196,0.630764844151065,1.3145118875173099
100,True,1596.7208685745195,0.008645215301946507,21.900401769984267,0.5457201620749796,1.2982229084653258
101,True,1596.5989392026415,0.008020318546890337,21.860535641220167,0.516050254121543,1.2608345666904845
102,True,1596.4725651962883,0.007425375095788667,21.814675727778678,0.47505015341054535,1.0357501787424723
103,True,1596.3395839287273,0.006892108414689346,21.756736268537924,0.4725047917102333,1.0780481010710297
104,True,1596.2124702545684,0.006397058013369872,21.710344754384984,0.4117664807995891,1.0616318610369675
105,True,1596.082249908818,0.0059438664795692375,21.664768050985572,0.44542961154641736,1.0416570809867183
106,True,1595.962850036244,0.005521888911374617,21.63115518634329,0.45712535046155867,1.029690108210094
107,True,1595.8526732912928,0.005128340025390088,21.599623100663322,0.4369839961314488,0.9664258167351732
108,True,1595.7815974802886,0.004762989804678597,21.590783049328675,0.3771634097410945,0.6876664674278138
109,True,1595.7452247452543,0.0044219891788479515,21.587470161446298,0.3454802118111869,0.4583399698260732
110,True,1595.7630350820336,0.004106502683622892,21.619609303691536,0.2693502670851342,0.4961606819551945
111,True,1595.8226915054377,0.003809507742850826,21.645076644325446,0.309985083195331,0.6020409133118958
112,True,1595.9161244942225,0.0035379377570485815,21.68616769672052,0.31203770499865935,0.7110528673617527
113,True,1596.004066047286,0.0032824330638590027,21.702327148424537,0.2938059598901621,0.7380958812473947
114,True,1596.080903311226,0.0030493629358936403,21.722540447883365,0.24065033056733226,0.5501450462756963
115,True,1596.1228896670686,0.0028300347232352863,21.71228047271021,0.2103670303305945,0.3232414877504922
116,True,1596.147851379932,0.002629766732209049,21.70571214264783,0.20825315068074501,0.3080589190631718
117,True,1596.1450670588317,0.002442517069649597,21.681770099773637,0.19827901277439425,0.42562527814561224
118,True,1596.1318585856493,0.002268590055560793,21.677969211804136,0.174156473132462,0.306360799518641
119,True,1596.105479497907,0.002107186107586756,21.67809502339106,0.15338404035261244,0.25752190895930704
120,True,1596.0834411038577,0.001957041583388275,21.693229307201843,0.13528991946450636,0.329406473080169
121,True,1596.0653144418777,0.0018172272554295432,21.683288244839805,0.12036542090561936,0.2588915046871117
122,True,1596.0508055530863,0.0016864754333631993,21.68420665891807,0.16157086022673242,0.2649699356079801
123,True,1596.0319464676372,0.0015665284614030384,21.663639636319193,0.16706277084326074,0.25890315332148894
124,True,1596.0184044060784,0.0014543714345762737,21.661645425399698,0.16495659819227965,0.2795727066454027
125,True,1596.0037267855537,0.001350477557501506,21.653355757829125,0.1503849839080013,0.26396543656728755
126,True,1596.0016222343434,0.0012535613146873459,21.665703182840616,0.15032619178045328,0.3034897345923239
127,True,1596.0014029098957,0.0011638958591468906,21.65680783319369,0.1538769564850805,0.2885853117348745
128,True,1596.012232734542,0.0010796592512143377,21.66549478176533,0.17504606393097433,0.2849767373729122
129,True,1596.0202889986203,0.0010032756378208774,21.648970641399405,0.17405021107217578,0.26691880834714915
130,True,1596.0323662980395,0.0009313157565387087,21.64986222554824,0.16792425867674002,0.26853108626327654
131,True,1596.0370336410917,0.0008653653612000767,21.62961073676934,0.17181841259463565,0.25888187191648626
132,True,1596.0438570651995,0.0008028444295540282,21.628427736422108,0.15867797601478303,0.26934001546838526
133,True,1596.039957789397,0.000746195205739042,21.61638920762273,0.16303633347115054,0.26611766704774853
134,True,1596.0378431164897,0.0006917233299681413,21.624274799179837,0.16517007322722896,0.2758720313643559
135,True,1596.0285181940533,0.00064332420720703,21.61307289047345,0.1584231089396701,0.28022539067034474
136,True,1596.0233327274525,0.000596443736402108,21.62012991540144,0.16330036893387526,0.2668816153106439
137,True,1596.013984714865,0.0005551955236029471,21.605005850105062,0.1546439178820897,0.2696029264646726
138,True,1596.0081913579531,0.0005151764504205403,21.60871083636714,0.14913241844348213,0.266511625045962
139,True,1595.9978018504141,0.0004798110884109974,21.594779460693687,0.14788235166646346,0.2611490492763042
140,True,1595.9908509242,0.000446222605472002,21.602996349042154,0.13508469505106288,0.26869696060949605
141,True,1595.9796557246564,0.0004152327999840111,21.594795579547423,0.13257431054627886,0.2678373781309387
142,True,1595.9723977208173,0.00038644768527973383,21.60864506225256,0.12578392328759164,0.2623564281977105
143,True,1595.960980247915,0.00035942124106824735,21.6005512462793,0.11760518536444822,0.2576633557769077
144,True,1595.953981518679,0.0003345405154071557,21.61233775871096,0.11693887356308763,0.2598750963524269
145,True,1595.9430688619086,0.0003113318533536358,21.60065602743466,0.1073527846794184,0.25015245172888984
146,True,1595.9367867904718,0.0002898343620678645,21.60880352851632,0.11056796549567141,0.25923084264242563
147,True,1595.9268505281368,0.000269846482435554,21.59671712926974,0.10661531677701018,0.25034538948503277
148,True,1595.922562484603,0.0002514497994745568,21.60569596217204,0.10815692388862166,0.25904895062712957
149,True,1595.915592074484,0.00023394763066875157,21.596414139006416,0.10186741372632724,0.25002696090783477
150,True,1595.9150317223507,0.00021849034524379363,21.608042324826517,0.10366006927663926,0.2590585575941107
151,True,1595.912570326456,0.00020337020317029442,21.599379408413313,0.09792535225895087,0.24999270449868688
152,True,1595.9166597190049,0.00019034971941778167,21.611221213434554,0.10348742916180523,0.25903386751650226
153,True,1595.918549838595,0.00017742124165209816,21.601733966632395,0.10310527049101087,0.24970918444231902
154,True,1595.9258353327878,0.00016641325869315438,21.61288753342305,0.10665476104124799,0.25909614321840363
155,True,1595.9294171637587,0.0001553450802944667,21.603569639354237,0.10529205231461616,0.24984945767084066
156,True,1595.9370993447203,0.00014602068947056068,21.615377543115663,0.10804018564511216,0.2589981526595786
157,True,1595.9406364721644,0.0001364246877990638,21.606881634064923,0.10511188151785161,0.24985849677794778
158,True,1595.9480750735258,0.00012858143573524217,21.619466037383017,0.10888827708908252,0.25919510038038446
159,True,1595.9517412230175,0.00012024056308845843,21.610781066159493,0.10598804961490557,0.2502533934307375
160,True,1595.9589222462737,0.00011341289035016189,21.622875937597918,0.10756883868162503,0.2585696409496804
161,True,1595.9619013393547,0.00010612818628530363,21.613623805492637,0.10717906950895395,0.25100077995782366
162,True,1595.9679955448355,0.00010021895944234416,21.62520547335175,0.1052643654590887,0.25489998366394623
163,True,1595.9694548368584,9.383436772836262e-05,21.616248634406947,0.10527849063754423,0.25067160462535787
164,True,1595.9742983014487,8.889570656123169e-05,21.628011168636537,0.10402478953319585,0.25544271378925854
165,True,1595.9752736060673,8.3558085890445e-05,21.61873076932518,0.10183935297955063,0.25061193045138
166,True,1595.9797638232465,7.916991901524284e-05,21.629900946462293,0.10173343649465963,0.2525795710863267
167,True,1595.9803098084346,7.455267909861618e-05,21.619443347203006,0.1013098462641146,0.25112908059345856
168,True,1595.9842020870988,7.062834984594701e-05,21.62947424882179,0.09769537980433807,0.2514800251394811
169,True,1595.9832175688541,6.661895561066444e-05,21.61893741684231,0.09953993080666579,0.2578780431063827
170,True,1595.9861327895917,6.336030414644256e-05,21.629106360678655,0.09630710991688418,0.2501864940364262
171,True,1595.9849461644988,6.0051001593564024e-05,21.619002283667847,0.09545713344740225,0.25837916321997134
