step,bp_conn,bp_rate,bp_min_slack,bp_max_dist,bp_mean_spd,bp_max_spd,b_conn,b_rate,b_min_slack,b_max_dist,b_mean_spd,b_max_spd
0,True,1423.839914786261,1.3351976157773038,20.67459247269221,0.2742731021655562,0.5352261637013005,True,1423.8129669198051,1.3328468536999623,20.673754370519287,0.4442336195114414,0.5101482618287292
1,True,1423.718741319798,1.3028949148211382,20.771008910053716,0.4851026360551551,1.0380255308324917,True,1423.6699938428546,1.271669618420102,20.771091531170054,0.8461557207178431,1.0125699940816095
2,True,1423.6117209619833,1.247018503473118,20.8545188514195,0.581711622439915,1.0131261884115321,True,1423.494672273684,1.1910092315863032,20.910101366433693,0.9810265259218356,1.4601367580018114
3,True,1423.568208195334,1.1790066234389585,20.89905158822267,0.6273645861474098,1.0861066546431595,True,1423.345391728857,1.1332183036982855,21.060306488797043,1.107901204556869,1.63499084831108
4,True,1423.5925717359742,1.1359504799627018,20.915052390806828,0.6246203426374988,1.1186761694600806,True,1423.2812031416527,1.1092130659182367,21.16804823635009,1.1392199422602112,1.8355208430540086
5,True,1423.6520346051318,1.1164882943260466,20.932400888403972,0.6551591164891623,1.3233881677975865,True,1423.3032528493789,1.14493492693234,21.23002956327387,1.21631387177367,2.0046173694186287
6,True,1423.7081173875995,1.1387704736725297,20.959787960278742,0.7530975356683068,1.3208662150986192,True,1423.3836012113184,1.175982780836975,21.25152907981121,1.2831442894478484,2.0720970306829343
7,True,1423.7380203669677,1.2122384604411955,20.989977986998497,0.777496506418475,1.6400491617627642,True,1423.4530486972224,1.2390263391421357,21.2541304556946,1.2805634131553651,2.2841798939772393
8,True,1423.732253900691,1.2307204793176574,21.029903148522248,0.6758024250852673,1.5832134124603858,True,1423.491535336987,1.2966637222798738,21.264870269057397,1.2608890722623527,2.249720590551602
9,True,1423.7216188390742,1.1927357004432402,21.055212300683298,0.6952407241315102,1.5856323523578786,True,1423.502071432868,1.2223035369038158,21.284222922520122,1.2042878340006975,2.2130309384135236
10,False,1080.8166967551385,-19.290435566638678,41.29043556663868,0.7057859937344443,1.1176355280508974,False,1080.2648916863623,-18.668822496845195,40.668822496845195,1.0430441511072133,2.1018373436808284
11,False,1080.7622557579073,-19.220332797189997,41.22033279719,0.837485114331435,1.5668190346396165,False,1080.147490827084,-18.50227397075438,40.50227397075438,1.1232372539182502,2.2858007599248658
12,False,1080.6854093268464,-19.057789265306482,41.05778926530648,0.8620738224232557,1.705750536746618,False,1080.0016893490622,-18.275224181705852,40.27522418170585,1.218294087093367,2.4618200179426273
13,False,1080.568116612419,-18.811639670351447,40.81163967035145,0.936451210056155,2.080374827246247,False,1079.8274527686829,-17.99115708156892,39.99115708156892,1.2822831882145151,2.670264446764413
14,False,1080.4175985128059,-18.489485974828554,40.489485974828554,1.0002346403281812,2.4133311972617695,False,1079.623172925829,-17.658815393492375,39.658815393492375,1.3009655983204527,2.825213228533485
15,False,1080.2232237598232,-18.09928878917058,40.09928878917058,1.0906694399018193,2.712827662964412,False,1079.3791285312018,-17.285143640831713,39.28514364083171,1.2218070729047976,2.9550149475695187
16,False,1079.940670223374,-17.653166552366642,39.65316655236664,1.2713092040552156,2.9457713939270382,False,1079.1265120301273,-16.878938083742533,38.87893808374253,1.2388823821942585,3.0257722037223633
17,False,1079.5842165634676,-17.16287715574377,39.16287715574377,1.4746371850741864,3.1233479484300375,False,1078.8534926583902,-16.447257260636505,38.447257260636505,1.24535925529186,3.050529651042347
18,False,1079.2009972814387,-16.63801313099497,38.63801313099497,1.6035876141685204,3.265873411300876,False,1078.5498142748534,-15.996901847120313,37.99690184712031,1.3807250237643791,3.0375552919666937
19,False,1078.760345126413,-16.087921860655726,38.087921860655726,1.7502605542544456,3.3599662412611733,False,1078.1968842666486,-15.52722020487127,37.52722020487127,1.4190761198556745,3.0346343957971427
20,False,1078.2823862861374,-15.522601352575009,37.52260135257501,1.7860017488789508,3.3938555459276953,False,907.1576525458349,-15.04083927065004,37.04083927065004,1.5452783577566314,3.0382082715212553
21,False,1077.7810124407847,-14.943809192295141,36.94380919229514,1.8872187990438845,3.4355862567504425,False,906.8472120140086,-14.539432535507174,36.539432535507174,1.5298151603298462,3.0417832501742135
22,False,1077.2450612991988,-14.353374051778353,36.35337405177835,2.002180384663514,3.4766853017903268,False,906.5285674910407,-14.026284336649148,36.02628433664915,1.5804750066735924,3.0453593278717976
23,False,906.0335037504059,-13.753734073724765,35.753734073724765,2.103574587482899,3.510054584865836,False,906.1682891814523,-13.50363010768546,35.50363010768546,1.6710420514750703,3.048936500746821
24,False,905.5382476734442,-13.152649410336416,35.152649410336416,2.1113495618217617,3.480494128397242,False,905.7769748854678,-12.973268968076077,34.97326896807608,1.7588592812170853,3.0525147649490436
25,False,734.3697870616993,-12.55128582057916,34.55128582057916,2.0921309622936004,3.4547105125585027,False,734.6836736409457,-12.436256941336964,34.436256941336964,1.8254932180012264,3.056094116645085
26,False,733.9290204068151,-11.972980849367104,33.972980849367104,2.084320106102428,3.4327474084588396,False,734.3230795979896,-11.92597927205145,33.92597927205145,1.8176089370503137,3.0596745520183393
27,False,733.4792789736008,-11.418358131934149,33.41835813193415,2.101661075292831,3.414597532933625,False,733.9402561446852,-11.440676194942647,33.44067619494265,1.827843093539225,3.0632560672688935
28,False,903.7186314958444,-10.89331697064685,32.89331697064685,2.1425952695160593,3.4001186055887582,False,733.5398325189908,-10.97821588512221,32.97821588512221,1.8306854183049348,3.066838658613441
29,False,903.2555829263966,-10.370828690544364,32.370828690544364,2.15271499293928,3.388105369870446,False,903.8341870309177,-10.536909473706785,32.536909473706785,1.828263513785327,3.070422322285199
30,False,902.7908707499817,-9.850571971731142,31.850571971731142,2.1772355285941547,3.3787102156913114,False,903.4586382975099,-10.08130873930154,32.08130873930154,1.8398157006620994,3.074007054533824
31,False,902.3139025183661,-9.331277058600957,31.331277058600957,2.2357881501533616,3.3719295774591793,False,903.0865910783862,-9.61170521807356,31.61170521807356,1.8485196972634543,3.0775928516253317
32,False,901.8334552243545,-8.81374700129755,30.81374700129755,2.2234296566905623,3.367881332469127,False,902.686764033476,-9.129208472587873,31.129208472587873,1.9076731865644996,3.0811797098420115
33,False,901.3624883693823,-8.296169750617285,30.296169750617285,2.1886566518732393,3.3661599479537334,False,902.2664170046919,-8.634901950609951,30.63490195060995,1.950214579314285,3.084767625482348
34,False,900.8932511636738,-7.779956979343279,29.77995697934328,2.1318178173709943,3.3666346412420953,False,901.8542365826823,-8.130282916813975,30.130282916813975,1.9345461953123875,3.088356594860937
35,False,900.4298680482567,-7.264841152348808,29.264841152348808,2.073200969582727,3.3692748910950496,False,901.4257406505708,-7.615944433368778,29.615944433368778,1.9648399105546936,3.091946614308408
36,False,899.9888943375173,-6.750672899213438,28.750672899213438,2.0067251498803174,3.373239767504196,False,900.9828219371188,-7.093057185542943,29.093057185542943,1.9915707508470042,3.0955376801713377
37,False,899.5898556831996,-6.237497933512813,28.237497933512813,1.8931018744342225,3.377204802641282,False,900.5411008789663,-6.562566441463591,28.56256644146359,1.9844260234508628,3.0991297888121765
38,False,728.5319361431183,-5.72507013895876,27.72507013895876,1.8464177773938084,3.381169995947897,False,900.1143994379311,-6.025383351952023,28.025383351952023,1.94701932627827,3.1027229366091658
39,False,557.5306908676458,-5.2517639622986145,27.251763962298615,1.8748027011029427,3.385135346868222,False,899.6888231137506,-5.482368101891552,27.482368101891552,1.9220011970279909,3.1063171199562585
40,False,557.1919955176,-4.8226768401476825,26.822676840147682,1.9226461286637155,3.389100854849019,False,899.2635089347809,-4.93455965842605,26.93455965842605,1.8917663521369155,3.1099123352630413
41,False,556.8159456604042,-4.440678642174095,26.440678642174095,1.9577037027080628,3.393066519339614,False,728.1981791544766,-4.382833600307151,26.38283360030715,1.8142066224931994,3.1135085789546557
42,False,727.1519040982255,-4.106983771161001,26.106983771161,1.969516736929039,3.397032339791883,False,557.2205179570955,-3.8439533825052443,25.843953382505244,1.774078559408795,3.1171058474717217
43,False,726.7474667711775,-3.765396002255301,25.7653960022553,1.923373092277742,3.4009983156602366,False,556.945425781008,-3.318213318968379,25.31821331896838,1.744324200861609,3.120704137270257
44,False,897.0262598145556,-3.416719240437441,25.41671924043744,1.894964064553416,3.4049644464016056,False,556.6562263588177,-2.808405943857238,24.808405943857238,1.738681279258927,3.124303444821603
45,False,896.6894843092268,-3.0657118105476933,25.065711810547693,1.7587825749293458,3.4089307314754285,False,556.3468151998738,-2.8092761992385213,24.80927619923852,1.757418982213343,3.1279037666123477
46,False,725.7017728810964,-2.715481283644131,25.093352908712557,1.641758741234157,3.412897170343634,False,556.0194869704364,-2.9354209150839807,24.93542091508398,1.7905956875313194,3.131505099144248
47,False,896.1584899019763,-2.4128930387740226,25.236307042486267,1.6308469367501293,3.416863762470629,False,555.6777735106673,-3.0625955386238495,25.06259553862385,1.8347076653488354,3.135107438934156
48,False,725.2834455658264,-2.1039163353029693,25.376443470956488,1.6925917591465536,3.4208305073232848,False,555.3265671003219,-3.190683346261757,25.190683346261757,1.8869008177773336,3.1387107825139418
49,False,725.0535572573551,-2.0995053047349117,25.514846043286667,1.5654018696700918,3.4247974043709215,False,554.9717813381782,-3.3195930943686953,25.319593094368695,1.93719777571665,3.142315126430418
50,False,554.0570661950525,-2.171076175154006,25.656902043893698,1.562986961663966,3.4287644530852943,False,554.6163716769385,-3.4492548492713517,25.44925484927135,1.976082492248639,3.145920467245269
51,False,724.4920727382151,-2.2426905145458527,25.801604289670387,1.6432140800399313,3.432731652940581,False,725.0782048886774,-3.5795495564904094,25.57954955649041,1.9945770454058795,3.149526801534971
52,False,724.2652900202036,-2.314347938816038,25.949825703705102,1.550682481407997,3.4366990034133664,False,724.878987917454,-3.658744626115322,25.658744626115322,1.9056991488010115,2.6482223327412258
53,False,894.8046165184597,-2.386048068155006,26.101035360830252,1.5777426127954006,3.4406665039826305,False,895.3448040957747,-3.6875665836654115,25.68756658366541,1.823215501804132,2.275366733229685
54,False,723.9765803030556,-2.4577905269819453,26.254277102281662,1.622689928983263,3.444634154129734,False,895.162605985754,-3.6681896062606825,25.668189606260682,1.6342433271193493,2.1387564300998334
55,False,723.7802890790375,-2.5295749438894823,26.409491852388836,1.5498146877723962,3.448601953338404,False,894.9765931735689,-3.6052789637641283,25.60527896376413,1.495808211682121,2.036103925929214
56,False,1064.968170500065,-2.6014009515892482,26.566029481802047,1.512018022726439,3.4525699010947224,False,894.7891944424341,-3.5060938794347827,25.578434883139884,1.4210020174552234,1.9849365768838445
57,False,1064.9170989303373,-2.624748293373841,26.723063320028807,1.404615891776045,2.974913191134468,False,1065.3596579548423,-3.377013765872036,25.672308606936294,1.4217752513388202,1.9808097776189493
58,False,894.1865714781696,-2.6003295762182432,26.87845670308808,1.410654718224234,2.7429124711549173,False,894.6272179842381,-3.227015312103262,25.762379817224488,1.3635468526698713,1.851788181301768
59,False,894.0984132048494,-2.531557196082879,27.029858186483793,1.4192110293001956,2.746933426016467,False,894.5424176149825,-3.0587930787992157,25.849432489260337,1.1994685425987404,1.8529554896411484
60,False,1064.6589689405305,-2.4232368488610483,27.177127341514687,1.5171864073890762,2.750954412948228,False,894.3854823378954,-2.874811028505924,25.934477587520774,1.0811008116393148,1.854766862247767
61,False,1064.5306267667388,-2.275783039468994,27.320759565306258,1.6318333192119114,2.7549754318097786,False,894.1604199366367,-2.675713906057446,26.017656549811186,1.0756734120223468,1.857825411215905
62,False,1064.410713247002,-2.0902623667350966,27.46190832498119,1.7324518250175849,2.7589964824615127,False,893.8784334409372,-2.464726795252009,26.10055680751682,1.0905813745089499,1.8613094013427542
63,False,1064.302139355841,-1.8774286293591658,27.601599318699698,1.8571619650785778,2.763017564764636,False,1064.3229921500852,-2.2425731691494555,26.18712775740799,1.1186839081312627,1.8647955307243302
64,False,1064.2067061457815,-1.6389469557827496,27.740662908638487,1.9967995315635152,2.8598813992510372,False,1064.112887878403,-2.007202470211322,26.277331556448107,1.0221996039718029,1.8682837873853881
65,False,1064.115305425053,-1.3811993691877937,27.87972682438029,2.0137554483354103,2.7710598237739,False,1063.9318045065534,-1.7602909046471424,26.37107847556526,1.0790669701461093,1.8717741594326718
66,False,897.1344061127057,-1.1149324966125107,28.018791061073955,1.9806507887019145,2.775081000206458,False,1063.778729589429,-1.504052431957625,26.468459595450447,1.1854790097151284,1.8752666350542844
67,False,897.0801915050179,-0.8428651015343682,28.151717950824814,1.8767738094533366,2.755230315571403,False,1063.6611268518493,-1.2426436746241833,26.56947326369774,1.27109927007592,1.8787612025190674
68,False,726.2940586381901,-0.567571328866844,28.27987311960596,1.849553285557971,2.738113347844583,False,1063.5736057693282,-0.9809988755923236,26.674091285796578,1.2404379210988694,1.8822578501759806
69,False,538.3532209934083,-0.4043165840862777,28.404316584086278,1.7475469497681322,2.723741565004964,False,892.833079188595,-0.7188445252098035,26.78155158449719,1.2652501186865626,1.8857565664534903
70,False,709.1457878036911,-0.5288249357764592,28.52882493577646,1.7481302603560094,2.7117314460210844,False,722.0994725085436,-0.45624505525799464,26.889518823440305,1.1226786218587548,1.889257339858959
71,False,879.9932549386483,-0.6534757484579323,28.653475748457932,1.6143743997548403,2.7021846535346765,False,721.9995914222877,-0.2161689081108733,26.994000961528336,1.0896098517525348,1.8927601589780416
72,False,709.5916345210097,-0.7295573628435221,28.729557362843522,1.5154229035008109,2.206310856094928,False,551.1836425013827,-0.12841461117075426,27.09504177899475,1.025464551703448,1.896265012474088
73,False,709.8313206388407,-0.7576876907554997,28.7576876907555,1.2356814347537661,1.7334249862249924,False,892.5391301400454,-0.25692356456589494,27.192225865093462,0.9338018052122868,1.8997718890875461
74,False,709.9757882110355,-0.7538678723091046,28.753867872309105,1.0593433846231648,1.4281954814196645,False,1063.1953420806028,-0.3496599794777353,27.256622140864636,0.7644351919238416,1.5888651790374186
75,False,710.0146001659525,-0.8961365786324116,28.89613657863241,1.0053289665739185,1.4235887129021152,False,1063.1924745054457,-0.37450184547865817,27.318896885834153,0.6429495422143036,1.2742089603622857
