step,connected,sum_rate,min_slack,max_link_dist
112,False,913.8769065270242,-19.250000000000007,41.25000000000001
113,False,913.9441855992806,-19.25,41.25
114,False,914.0380975763027,-19.249999999999993,41.24999999999999
115,False,914.0721518350327,-19.249999999999986,41.249999999999986
116,False,914.0796484750547,-19.24999999999998,41.24999999999998
117,False,914.1772517885738,-19.24999999999997,41.24999999999997
118,False,914.3489591702095,-19.249999999999964,41.249999999999964
119,False,914.4280428154964,-19.249999999999957,41.24999999999996
120,False,914.4228527144204,-19.24999999999995,41.24999999999995
121,False,914.3427597611017,-19.249999999999943,41.24999999999994
122,False,914.3130111042394,-19.249999999999936,41.249999999999936
123,False,914.3374628859297,-19.24999999999993,41.24999999999993
124,False,914.4035849284704,-19.249999999999922,41.24999999999992
125,False,914.5389298885995,-19.249999999999915,41.249999999999915
126,False,914.6862594515443,-19.249999999999908,41.24999999999991
127,False,914.8438786729938,-19.2499999999999,41.2499999999999
128,False,914.9295160436129,-19.249999999999893,41.24999999999989
129,False,914.9421559628222,-19.249999999999886,41.249999999999886
130,False,915.043721936805,-19.24999999999988,41.24999999999988
131,False,1081.993742104597,-19.249999999999872,41.24999999999987
132,False,1082.0688654237895,-19.249999999999865,41.249999999999865
133,False,1082.0956231266546,-19.249999999999858,41.24999999999986
134,False,1082.0513357017674,-19.24999999999985,41.24999999999985
135,False,1081.9575205128406,-19.249999999999844,41.249999999999844
136,False,1081.8614120008697,-19.249999999999837,41.24999999999984
137,False,1081.7716624575423,-19.24999999999983,41.24999999999983
138,False,1081.6797951708822,-19.249999999999822,41.24999999999982
139,False,1081.5705731858168,-19.249999999999815,41.249999999999815
140,False,1081.4747040874197,-19.249999999999808,41.24999999999981
141,False,1081.3453151861495,-19.2499999999998,41.2499999999998
142,False,1081.2222969845802,-19.249999999999794,41.249999999999794
143,False,1081.1090834791232,-19.249999999999787,41.24999999999979
144,False,914.1371812585759,-19.24999999999978,41.24999999999978
145,False,893.1014309013631,-19.249999999999773,41.24999999999977
146,False,726.1768958938136,-19.249999999999766,41.249999999999766
147,False,726.1576040651582,-19.24999999999976,41.24999999999976
148,False,726.1373742956264,-19.24999999999975,41.24999999999975
149,False,726.1165545791731,-19.249999999999744,41.249999999999744
150,False,726.095115628125,-19.249999999999737,41.24999999999974
151,False,726.0727070892757,-19.24999999999973,41.24999999999973
152,False,726.0493497149434,-19.249999999999723,41.24999999999972
153,False,726.02529661699,-19.249999999999716,41.249999999999716
154,False,726.0004305142667,-19.24999999999971,41.24999999999971
155,False,725.9743797541108,-19.2499999999997,41.2499999999997
156,False,725.9473650424391,-19.249999999999694,41.249999999999694
157,False,725.9196600682885,-19.249999999999687,41.24999999999969
158,False,725.891154073021,-19.24999999999968,41.24999999999968
159,False,725.8614234688437,-19.249999999999673,41.24999999999967
160,False,725.8304182900185,-19.249999999999666,41.249999999999666
161,False,725.7983971975289,-19.24999999999966,41.24999999999966
162,False,725.7652336596337,-19.249999999999652,41.24999999999965
163,False,725.730758358985,-19.249999999999645,41.249999999999645
164,False,725.6949795298698,-19.249999999999638,41.24999999999964
165,False,725.6579010068979,-19.24999999999963,41.24999999999963
166,False,725.6194149834153,-19.249999999999623,41.24999999999962
167,False,725.5794895767775,-19.249999999999616,41.249999999999616
168,False,725.5381121312171,-19.24999999999961,41.24999999999961
169,False,725.495150886276,-19.249999999999602,41.2499999999996
170,False,725.4505085516621,-19.249999999999595,41.249999999999595
171,False,725.4042555198532,-19.249999999999588,41.24999999999959
172,False,725.3563627867213,-19.24999999999958,41.24999999999958
173,False,725.3064434909938,-19.249999999999574,41.249999999999574
174,False,725.2546571492567,-19.249999999999567,41.24999999999957
175,False,725.2012159779715,-19.24999999999956,41.24999999999956
176,False,725.1459014060915,-19.249999999999552,41.24999999999955
177,False,725.0882248050973,-19.249999999999545,41.249999999999545
178,False,725.0283124608893,-19.249999999999538,41.24999999999954
179,False,724.9664745774145,-19.24999999999953,41.24999999999953
180,False,724.9025852974318,-19.249999999999524,41.249999999999524
181,False,724.8361564065201,-19.249999999999517,41.24999999999952
182,False,724.7671781247052,-19.24999999999951,41.24999999999951
183,False,724.6959172385618,-19.249999999999503,41.2499999999995
184,False,724.6221987408416,-19.249999999999496,41.249999999999496
185,False,724.5455421375806,-19.24999999999949,41.24999999999949
186,False,724.4661615694744,-19.24999999999948,41.24999999999948
187,False,724.3844824692044,-19.249999999999474,41.249999999999474
188,False,724.3005584765928,-19.2499853030572,41.2499853030572
189,False,724.2137931776288,-19.249584629014485,41.249584629014485
190,False,724.1240280090974,-19.248437165115227,41.24843716511523
191,False,724.0316270755224,-19.24634373755339,41.24634373755339
192,False,723.9366457612518,-19.24324223470191,41.24324223470191
193,False,723.8389418746166,-19.239181900510744,41.239181900510744
194,False,723.7391867668332,-19.234269945128162,41.23426994512816
195,False,723.6379015475719,-19.228443794509268,41.22844379450927
196,False,723.5349378360145,-19.221495820750363,41.22149582075036
197,False,723.4295999048397,-19.213080258827432,41.21308025882743
198,False,723.3216369232523,-19.20274234486483,41.20274234486483
199,False,723.2114901822536,-19.190245638999883,41.19024563899988
200,False,723.0994250014136,-19.175568647870378,41.17556864787038
201,False,722.9856463135022,-19.158889440377706,41.158889440377706
202,False,722.8713220095595,-19.140490924180632,41.14049092418063
203,False,722.7573355204875,-19.120237124450625,41.120237124450625
204,False,722.6440411085193,-19.09720754738811,41.09720754738811
205,False,722.5309410292932,-19.070217101036974,41.070217101036974
206,False,722.4178810573268,-19.037805466358655,41.037805466358655
207,False,722.3057944644745,-18.999032505888223,40.99903250588822
208,False,722.1958256316799,-18.9535575558424,40.9535575558424
209,False,722.089509463249,-18.901689629780932,40.90168962978093
210,False,721.9898511914266,-18.84410734662002,40.84410734662002
211,False,721.8989194894377,-18.780500794523306,40.780500794523306
212,False,721.816889046948,-18.709683132203907,40.70968313220391
213,False,721.7419377302024,-18.629459448489484,40.629459448489484
214,False,721.6720787918211,-18.53659380744962,40.53659380744962
215,False,721.6077079860158,-18.429582512006498,40.4295825120065
216,False,721.5503670702963,-18.309355991092218,40.30935599109222
217,False,721.5028605913471,-18.179321001124165,40.179321001124165
218,False,721.4702470627101,-18.04381263195846,40.04381263195846
219,False,721.4538537061499,-17.904165485411397,39.9041654854114
220,False,721.449870999695,-17.75970916641127,39.75970916641127
221,False,721.4507539218868,-17.607985264911896,39.607985264911896
222,False,721.4497939679143,-17.445037393662645,39.445037393662645
223,False,721.445782694185,-17.271047277376994,39.271047277376994
224,False,721.4400645637243,-17.090326315017876,39.090326315017876
225,False,721.435832786501,-16.90938561075602,38.90938561075602
226,False,721.4386510217448,-16.733863739198128,38.73386373919813
227,False,721.4496225151702,-16.564504425445904,38.564504425445904
228,False,721.4649364570985,-16.399466732825758,38.39946673282576
229,False,721.4779642819195,-16.235110626635887,38.23511062663589
230,False,721.4835062099147,-16.06651856422973,38.06651856422973
231,False,721.4817946591014,-15.892615179789736,37.892615179789736
232,False,721.4753229817301,-15.715940146947958,37.71594014694796
233,False,721.4681158546971,-15.541106469007119,37.54110646900712
234,False,721.4662539731423,-15.372258718463037,37.37225871846304
235,False,721.4715520376187,-15.209402843959225,37.209402843959225
236,False,721.4810447849393,-15.050341646874422,37.05034164687442
237,False,721.4887948319779,-14.891284082910516,36.891284082910516
238,False,721.4899612850007,-14.727261859122876,36.727261859122876
239,False,721.4848138274313,-14.557084282505997,36.557084282506
240,False,721.4757676470794,-14.383212984187473,36.38321298418747
241,False,721.4667395937242,-14.210301016282799,36.2103010162828
242,False,721.4637175360415,-14.042638087922342,36.04263808792234
243,False,721.4684232011191,-13.880385612814855,35.880385612814855
244,False,721.4777614863565,-13.721477558825569,35.72147755882557
245,False,721.4856425734944,-13.562219661875943,35.56221966187594
246,False,721.4871005991495,-13.397711984670352,35.39771198467035
247,False,721.4823256395449,-13.226859955223063,35.22685995522306
248,False,721.4736851234454,-13.052242810269604,35.052242810269604
249,False,721.4650685687241,-12.878617534420513,34.87861753442051
250,False,721.4624514701763,-12.710337035191898,34.7103370351919
251,False,721.4675359036005,-12.547579309193509,34.54757930919351
252,False,721.4772042729146,-12.388276759372346,34.388276759372346
253,False,721.485352906867,-12.228727876572847,34.22872787657285
254,False,721.4870119821253,-12.120221105003552,34.12022110500355
255,False,721.482379411179,-12.089515453480708,34.1965062721047
256,False,721.4738329733457,-12.058809801957878,34.259744698466875
257,False,721.465272362327,-12.028104150435041,34.27298312482904
258,False,721.4626805619806,-11.997398498912204,34.2524910610083
259,False,721.4677660013255,-11.975904542846216,34.249459977553386
260,False,721.4774189748721,-12.062620870056321,34.21269840391557
261,False,721.485543718145,-12.121142681296618,34.13696530236908
262,False,721.4871757040081,-12.145874308197065,34.145874308197065
263,False,721.4825161258375,-12.172221881266438,34.17222188126644
264,False,721.4739443316397,-12.214223802204216,34.214223802204216
265,False,721.4653604500842,-12.20825852255522,34.20825852255522
266,False,721.462747178992,-12.157654408071153,34.15765440807115
267,False,721.4678131191902,-12.096294639357708,34.12421019588015
268,False,721.4774489876093,-12.084508950161691,34.15177705611609
269,False,721.4855593641756,-12.073242489388264,34.1846678363583
270,False,721.4871804209565,-12.090928965825867,34.16755861660053
271,False,721.4825128956131,-12.05234828314427,34.172043732434645
272,False,721.4739354957507,-12.17590190013646,34.17590190013646
273,False,721.465347665647,-12.202651917699257,34.20265191769926
274,False,721.462731668789,-12.129401935262045,34.14985104123758
275,False,721.4677960729422,-12.063939152824844,34.15767634744833
276,False,721.4774315112868,-12.14112379495662,34.14569989361789
277,False,721.4855423606722,-12.196029446541772,34.19602944654177
278,False,721.487164438622,-12.195776280105065,34.195776280105065
279,False,721.4824982516998,-12.183253458936093,34.18325345893609
280,False,721.47392240499,-12.17117669554186,34.17117669554186
281,False,721.4653363758405,-12.171894406171447,34.17189440617145
282,False,721.4627225106407,-12.168748631307551,34.16874863130755
283,False,721.4677892675326,-12.121611614721274,34.15005197201262
284,False,721.4774270826326,-12.045737262258541,34.14560121065858
285,False,721.4855401235951,-12.041829637710322,34.179000878883244
286,False,721.4871639835015,-12.037922013162103,34.168475332318565
287,False,721.4824991807379,-12.086635893945882,34.146183120327436
288,False,721.4739243746892,-12.115286233656917,34.11528623365692
289,False,721.465339098658,-12.138704212303296,34.138704212303296
290,False,721.462725720792,-12.144122998282796,34.144122998282796
291,False,721.4677926879376,-12.164542025571023,34.16454202557102
292,False,721.4774304522523,-12.147627289542392,34.14762728954239
293,False,721.4855432392583,-12.181540310102974,34.181540310102974
294,False,721.4871667593013,-12.188446644229643,34.18844664422964
295,False,721.4825015770552,-12.139087419824136,34.139087419824136
296,False,721.4739263683329,-12.18672902474571,34.18672902474571
297,False,721.4653406577045,-12.163440804091685,34.17361895742668
298,False,721.4627268025132,-12.140152583437661,34.1810207042828
299,False,721.4677932850309,-12.12238846004206,34.12238846004206
